Season Week,Team,Conference,Conference Indicator,Division,Division Indicator,Date,W
17,BKN,Eastern,0,Atlantic,0,2022-02-08,29
17,ATL,Eastern,0,Southeast,2,2022-02-13,26
17,ATL,Eastern,0,Southeast,2,2022-02-11,26
17,ATL,Eastern,0,Southeast,2,2022-02-08,26
17,DAL,Western,1,Southwest,5,2022-02-10,33
17,DAL,Western,1,Southwest,5,2022-02-12,33
17,BOS,Eastern,0,Atlantic,0,2022-02-11,32
17,DEN,Western,1,Northwest,3,2022-02-11,30
17,DEN,Western,1,Northwest,3,2022-02-08,30
17,MEM,Western,1,Southwest,5,2022-02-10,39
17,MEM,Western,1,Southwest,5,2022-02-08,38
17,LAL,Western,1,Pacific,4,2022-02-12,26
17,LAL,Western,1,Pacific,4,2022-02-08,26
17,LAC,Western,1,Pacific,4,2022-02-12,28
17,LAC,Western,1,Pacific,4,2022-02-10,27
17,LAC,Western,1,Pacific,4,2022-02-08,27
17,IND,Eastern,0,Central,1,2022-02-11,19
17,IND,Eastern,0,Central,1,2022-02-08,19
17,LAL,Western,1,Pacific,4,2022-02-09,26
17,HOU,Western,1,Southwest,5,2022-02-08,15
17,GSW,Western,1,Pacific,4,2022-02-12,42
17,GSW,Western,1,Pacific,4,2022-02-10,41
17,GSW,Western,1,Pacific,4,2022-02-09,41
17,GSW,Western,1,Pacific,4,2022-02-07,41
17,DET,Eastern,0,Central,1,2022-02-11,12
17,DET,Eastern,0,Central,1,2022-02-10,12
17,DET,Eastern,0,Central,1,2022-02-08,12
17,HOU,Western,1,Southwest,5,2022-02-10,15
17,DEN,Western,1,Northwest,3,2022-02-12,31
18,ORL,Eastern,0,Southeast,2,2022-02-16,13
18,ORL,Eastern,0,Southeast,2,2022-02-14,13
18,OKC,Western,1,Northwest,3,2022-02-16,18
18,OKC,Western,1,Northwest,3,2022-02-14,18
18,NYK,Eastern,0,Atlantic,0,2022-02-16,25
18,NYK,Eastern,0,Atlantic,0,2022-02-14,25
18,MIN,Western,1,Northwest,3,2022-02-16,31
18,NOP,Western,1,Southwest,5,2022-02-15,23
18,NOP,Western,1,Southwest,5,2022-02-14,23
18,MIN,Western,1,Northwest,3,2022-02-15,31
18,MIL,Eastern,0,Central,1,2022-02-17,36
18,PHI,Eastern,0,Atlantic,0,2022-02-15,34
18,MIL,Eastern,0,Central,1,2022-02-15,36
18,NOP,Western,1,Southwest,5,2022-02-17,23
18,PHI,Eastern,0,Atlantic,0,2022-02-17,35
18,TOR,Eastern,0,Atlantic,0,2022-02-16,32
18,WAS,Eastern,0,Southeast,2,2022-02-17,27
18,PHX,Western,1,Pacific,4,2022-02-16,48
18,POR,Western,1,Northwest,3,2022-02-14,24
18,POR,Western,1,Northwest,3,2022-02-16,25
18,SAC,Western,1,Pacific,4,2022-02-14,22
18,SAC,Western,1,Pacific,4,2022-02-16,22
18,SAS,Western,1,Southwest,5,2022-02-14,22
18,SAS,Western,1,Southwest,5,2022-02-16,23
18,TOR,Eastern,0,Atlantic,0,2022-02-14,31
18,UTA,Western,1,Northwest,3,2022-02-14,36
18,UTA,Western,1,Northwest,3,2022-02-16,36
18,WAS,Eastern,0,Southeast,2,2022-02-14,26
18,WAS,Eastern,0,Southeast,2,2022-02-16,26
18,MIL,Eastern,0,Central,1,2022-02-14,35
18,PHX,Western,1,Pacific,4,2022-02-15,47
18,MIA,Eastern,0,Southeast,2,2022-02-17,38
18,DAL,Western,1,Southwest,5,2022-02-17,35
18,MEM,Western,1,Southwest,5,2022-02-16,41
18,MIA,Eastern,0,Southeast,2,2022-02-15,37
18,ATL,Eastern,0,Southeast,2,2022-02-15,27
18,ATL,Eastern,0,Southeast,2,2022-02-16,28
18,BKN,Eastern,0,Atlantic,0,2022-02-14,30
18,BKN,Eastern,0,Atlantic,0,2022-02-16,31
18,BKN,Eastern,0,Atlantic,0,2022-02-17,31
18,BOS,Eastern,0,Atlantic,0,2022-02-15,34
18,BOS,Eastern,0,Atlantic,0,2022-02-16,34
18,CHA,Eastern,0,Southeast,2,2022-02-15,29
18,CHI,Eastern,0,Central,1,2022-02-14,37
18,CHI,Eastern,0,Central,1,2022-02-16,38
18,CLE,Eastern,0,Central,1,2022-02-15,35
18,DAL,Western,1,Southwest,5,2022-02-15,34
18,DEN,Western,1,Northwest,3,2022-02-14,32
18,CHA,Eastern,0,Southeast,2,2022-02-17,29
18,DET,Eastern,0,Central,1,2022-02-14,12
18,MEM,Western,1,Southwest,5,2022-02-15,41
18,DEN,Western,1,Northwest,3,2022-02-16,33
18,LAC,Western,1,Pacific,4,2022-02-17,30
18,LAC,Western,1,Pacific,4,2022-02-15,29
18,LAC,Western,1,Pacific,4,2022-02-14,29
18,IND,Eastern,0,Central,1,2022-02-16,20
18,IND,Eastern,0,Central,1,2022-02-15,19
18,LAL,Western,1,Pacific,4,2022-02-16,27
18,HOU,Western,1,Southwest,5,2022-02-16,15
18,HOU,Western,1,Southwest,5,2022-02-14,15
18,GSW,Western,1,Pacific,4,2022-02-16,42
18,GSW,Western,1,Pacific,4,2022-02-14,42
18,DET,Eastern,0,Central,1,2022-02-16,13
18,HOU,Western,1,Southwest,5,2022-02-17,15
19,ORL,Eastern,0,Southeast,2,2022-02-25,14
19,OKC,Western,1,Northwest,3,2022-02-25,19
19,OKC,Western,1,Northwest,3,2022-02-24,18
19,NYK,Eastern,0,Atlantic,0,2022-02-27,25
19,NOP,Western,1,Southwest,5,2022-02-27,25
19,MIN,Western,1,Northwest,3,2022-02-25,32
19,MIN,Western,1,Northwest,3,2022-02-24,32
19,MIL,Eastern,0,Central,1,2022-02-26,36
19,MIA,Eastern,0,Southeast,2,2022-02-26,40
19,MIA,Eastern,0,Southeast,2,2022-02-25,39
19,PHI,Eastern,0,Atlantic,0,2022-02-25,36
19,NOP,Western,1,Southwest,5,2022-02-25,24
19,PHI,Eastern,0,Atlantic,0,2022-02-27,37
19,WAS,Eastern,0,Southeast,2,2022-02-26,27
19,PHX,Western,1,Pacific,4,2022-02-25,49
19,PHX,Western,1,Pacific,4,2022-02-27,49
19,POR,Western,1,Northwest,3,2022-02-24,25
19,POR,Western,1,Northwest,3,2022-02-27,25
19,SAC,Western,1,Pacific,4,2022-02-24,22
19,SAC,Western,1,Pacific,4,2022-02-26,22
19,SAS,Western,1,Southwest,5,2022-02-25,24
19,SAS,Western,1,Southwest,5,2022-02-26,24
19,TOR,Eastern,0,Atlantic,0,2022-02-25,32
19,TOR,Eastern,0,Atlantic,0,2022-02-26,32
19,UTA,Western,1,Northwest,3,2022-02-25,37
19,UTA,Western,1,Northwest,3,2022-02-27,38
19,WAS,Eastern,0,Southeast,2,2022-02-25,27
19,MEM,Western,1,Southwest,5,2022-02-26,42
19,PHX,Western,1,Pacific,4,2022-02-24,49
19,MEM,Western,1,Southwest,5,2022-02-24,41
19,NYK,Eastern,0,Atlantic,0,2022-02-25,25
19,LAL,Western,1,Pacific,4,2022-02-25,27
19,LAL,Western,1,Pacific,4,2022-02-27,27
19,ATL,Eastern,0,Southeast,2,2022-02-24,28
19,ATL,Eastern,0,Southeast,2,2022-02-26,29
19,BKN,Eastern,0,Atlantic,0,2022-02-26,32
19,BOS,Eastern,0,Atlantic,0,2022-02-24,35
19,BOS,Eastern,0,Atlantic,0,2022-02-26,36
19,BOS,Eastern,0,Atlantic,0,2022-02-27,36
19,CHA,Eastern,0,Southeast,2,2022-02-25,30
19,CHA,Eastern,0,Southeast,2,2022-02-27,30
19,CHI,Eastern,0,Central,1,2022-02-24,39
19,CHI,Eastern,0,Central,1,2022-02-26,39
19,CLE,Eastern,0,Central,1,2022-02-24,35
19,CLE,Eastern,0,Central,1,2022-02-26,36
19,DAL,Western,1,Southwest,5,2022-02-25,35
19,BKN,Eastern,0,Atlantic,0,2022-02-24,31
19,DEN,Western,1,Northwest,3,2022-02-24,34
19,DAL,Western,1,Southwest,5,2022-02-27,36
19,LAC,Western,1,Pacific,4,2022-02-25,31
19,LAC,Western,1,Pacific,4,2022-02-27,32
19,IND,Eastern,0,Central,1,2022-02-25,20
19,HOU,Western,1,Southwest,5,2022-02-27,15
19,HOU,Western,1,Southwest,5,2022-02-25,15
19,IND,Eastern,0,Central,1,2022-02-27,21
19,GSW,Western,1,Pacific,4,2022-02-24,43
19,DET,Eastern,0,Central,1,2022-02-27,15
19,DET,Eastern,0,Central,1,2022-02-26,14
19,DET,Eastern,0,Central,1,2022-02-24,14
19,DEN,Western,1,Northwest,3,2022-02-27,36
19,GSW,Western,1,Pacific,4,2022-02-27,43
19,DEN,Western,1,Northwest,3,2022-02-26,35
20,NYK,Eastern,0,Atlantic,0,2022-03-02,25
20,NYK,Eastern,0,Atlantic,0,2022-03-04,25
20,NYK,Eastern,0,Atlantic,0,2022-03-06,26
20,OKC,Western,1,Northwest,3,2022-02-28,19
20,OKC,Western,1,Northwest,3,2022-03-06,20
20,OKC,Western,1,Northwest,3,2022-03-04,20
20,ORL,Eastern,0,Southeast,2,2022-02-28,15
20,WAS,Eastern,0,Southeast,2,2022-03-06,29
20,ORL,Eastern,0,Southeast,2,2022-03-02,15
20,OKC,Western,1,Northwest,3,2022-03-02,20
20,NOP,Western,1,Southwest,5,2022-03-06,27
20,MIN,Western,1,Northwest,3,2022-02-28,33
20,NOP,Western,1,Southwest,5,2022-03-02,26
20,MIN,Western,1,Northwest,3,2022-03-05,36
20,MIN,Western,1,Northwest,3,2022-03-04,35
20,MIN,Western,1,Northwest,3,2022-03-01,34
20,MIL,Eastern,0,Central,1,2022-03-06,40
20,MIL,Eastern,0,Central,1,2022-03-04,39
20,MIL,Eastern,0,Central,1,2022-03-02,38
20,MIL,Eastern,0,Central,1,2022-02-28,37
20,MIA,Eastern,0,Southeast,2,2022-03-05,43
20,ORL,Eastern,0,Southeast,2,2022-03-04,16
20,NOP,Western,1,Southwest,5,2022-03-04,27
20,ORL,Eastern,0,Southeast,2,2022-03-05,16
20,TOR,Eastern,0,Atlantic,0,2022-02-28,33
20,PHI,Eastern,0,Atlantic,0,2022-03-04,39
20,MIA,Eastern,0,Southeast,2,2022-03-03,42
20,WAS,Eastern,0,Southeast,2,2022-03-04,28
20,WAS,Eastern,0,Southeast,2,2022-03-01,28
20,UTA,Western,1,Northwest,3,2022-03-06,40
20,UTA,Western,1,Northwest,3,2022-03-04,39
20,UTA,Western,1,Northwest,3,2022-03-02,39
20,TOR,Eastern,0,Atlantic,0,2022-03-06,34
20,TOR,Eastern,0,Atlantic,0,2022-03-04,34
20,TOR,Eastern,0,Atlantic,0,2022-03-03,34
20,TOR,Eastern,0,Atlantic,0,2022-03-01,34
20,SAS,Western,1,Southwest,5,2022-03-05,24
20,SAS,Western,1,Southwest,5,2022-03-03,24
20,SAS,Western,1,Southwest,5,2022-02-28,24
20,SAC,Western,1,Pacific,4,2022-03-05,24
20,SAC,Western,1,Pacific,4,2022-03-03,24
20,SAC,Western,1,Pacific,4,2022-03-02,23
20,SAC,Western,1,Pacific,4,2022-02-28,23
20,POR,Western,1,Northwest,3,2022-03-05,25
20,POR,Western,1,Northwest,3,2022-03-02,25
20,PHX,Western,1,Pacific,4,2022-03-06,51
20,PHX,Western,1,Pacific,4,2022-03-04,51
20,PHX,Western,1,Pacific,4,2022-03-02,50
20,PHI,Eastern,0,Atlantic,0,2022-03-05,39
20,PHI,Eastern,0,Atlantic,0,2022-03-02,38
20,MIA,Eastern,0,Southeast,2,2022-03-02,41
20,DET,Eastern,0,Central,1,2022-03-04,17
20,MEM,Western,1,Southwest,5,2022-03-06,44
20,DAL,Western,1,Southwest,5,2022-03-03,38
20,DAL,Western,1,Southwest,5,2022-03-01,37
20,CLE,Eastern,0,Central,1,2022-03-06,37
20,CLE,Eastern,0,Central,1,2022-03-04,36
20,CLE,Eastern,0,Central,1,2022-03-02,36
20,CLE,Eastern,0,Central,1,2022-02-28,36
20,CHI,Eastern,0,Central,1,2022-03-04,39
20,CHI,Eastern,0,Central,1,2022-03-03,39
20,CHI,Eastern,0,Central,1,2022-02-28,39
20,CHA,Eastern,0,Southeast,2,2022-03-05,32
20,DAL,Western,1,Southwest,5,2022-03-05,39
20,CHA,Eastern,0,Southeast,2,2022-02-28,30
20,BOS,Eastern,0,Atlantic,0,2022-03-03,38
20,BOS,Eastern,0,Atlantic,0,2022-03-01,37
20,BKN,Eastern,0,Atlantic,0,2022-03-06,32
20,BKN,Eastern,0,Atlantic,0,2022-03-03,32
20,BKN,Eastern,0,Atlantic,0,2022-03-01,32
20,BKN,Eastern,0,Atlantic,0,2022-02-28,32
20,ATL,Eastern,0,Southeast,2,2022-03-04,31
20,ATL,Eastern,0,Southeast,2,2022-03-03,30
20,ATL,Eastern,0,Southeast,2,2022-03-01,29
20,MIA,Eastern,0,Southeast,2,2022-02-28,41
20,BOS,Eastern,0,Atlantic,0,2022-03-06,39
20,DEN,Western,1,Northwest,3,2022-03-02,36
20,CHA,Eastern,0,Southeast,2,2022-03-02,31
20,DEN,Western,1,Northwest,3,2022-03-06,38
20,DEN,Western,1,Northwest,3,2022-03-04,37
20,MEM,Western,1,Southwest,5,2022-03-05,44
20,MEM,Western,1,Southwest,5,2022-03-03,43
20,MEM,Western,1,Southwest,5,2022-02-28,43
20,LAL,Western,1,Pacific,4,2022-03-05,28
20,LAL,Western,1,Pacific,4,2022-03-03,27
20,LAL,Western,1,Pacific,4,2022-03-01,27
20,LAC,Western,1,Pacific,4,2022-03-03,34
20,LAC,Western,1,Pacific,4,2022-03-01,33
20,IND,Eastern,0,Central,1,2022-03-06,22
20,IND,Eastern,0,Central,1,2022-03-04,22
20,LAC,Western,1,Pacific,4,2022-03-06,34
20,DET,Eastern,0,Central,1,2022-03-03,16
20,IND,Eastern,0,Central,1,2022-02-28,21
20,HOU,Western,1,Southwest,5,2022-03-06,16
20,HOU,Western,1,Southwest,5,2022-03-04,15
20,HOU,Western,1,Southwest,5,2022-03-02,15
20,HOU,Western,1,Southwest,5,2022-03-01,15
20,GSW,Western,1,Pacific,4,2022-03-05,43
20,GSW,Western,1,Pacific,4,2022-03-03,43
20,GSW,Western,1,Pacific,4,2022-03-01,43
20,IND,Eastern,0,Central,1,2022-03-02,22
20,DET,Eastern,0,Central,1,2022-03-01,15
21,NYK,Eastern,0,Atlantic,0,2022-03-09,28
21,NYK,Eastern,0,Atlantic,0,2022-03-11,28
21,NYK,Eastern,0,Atlantic,0,2022-03-13,28
21,OKC,Western,1,Northwest,3,2022-03-08,20
21,ORL,Eastern,0,Southeast,2,2022-03-11,18
21,OKC,Western,1,Northwest,3,2022-03-13,20
21,ORL,Eastern,0,Southeast,2,2022-03-08,16
21,ORL,Eastern,0,Southeast,2,2022-03-09,17
21,NYK,Eastern,0,Atlantic,0,2022-03-07,27
21,OKC,Western,1,Northwest,3,2022-03-09,20
21,NOP,Western,1,Southwest,5,2022-03-13,28
21,MIA,Eastern,0,Southeast,2,2022-03-11,45
21,NOP,Western,1,Southwest,5,2022-03-09,27
21,NOP,Western,1,Southwest,5,2022-03-08,27
21,MIN,Western,1,Northwest,3,2022-03-12,39
21,MIN,Western,1,Northwest,3,2022-03-11,38
21,MIN,Western,1,Northwest,3,2022-03-09,38
21,MIN,Western,1,Northwest,3,2022-03-07,37
21,MIL,Eastern,0,Central,1,2022-03-12,42
21,MIL,Eastern,0,Central,1,2022-03-09,42
21,MIL,Eastern,0,Central,1,2022-03-08,41
21,MIA,Eastern,0,Southeast,2,2022-03-12,45
21,ORL,Eastern,0,Southeast,2,2022-03-13,18
21,NOP,Western,1,Southwest,5,2022-03-11,27
21,PHI,Eastern,0,Atlantic,0,2022-03-07,40
21,WAS,Eastern,0,Southeast,2,2022-03-12,29
21,PHI,Eastern,0,Atlantic,0,2022-03-13,41
21,MIA,Eastern,0,Southeast,2,2022-03-09,44
21,WAS,Eastern,0,Southeast,2,2022-03-09,29
21,UTA,Western,1,Northwest,3,2022-03-12,42
21,UTA,Western,1,Northwest,3,2022-03-11,41
21,UTA,Western,1,Northwest,3,2022-03-09,41
21,UTA,Western,1,Northwest,3,2022-03-07,40
21,TOR,Eastern,0,Atlantic,0,2022-03-12,37
21,TOR,Eastern,0,Atlantic,0,2022-03-11,36
21,TOR,Eastern,0,Atlantic,0,2022-03-09,35
21,SAS,Western,1,Southwest,5,2022-03-12,26
21,SAS,Western,1,Southwest,5,2022-03-11,26
21,SAS,Western,1,Southwest,5,2022-03-09,25
21,SAS,Western,1,Southwest,5,2022-03-07,25
21,SAC,Western,1,Pacific,4,2022-03-12,24
21,SAC,Western,1,Pacific,4,2022-03-09,24
21,SAC,Western,1,Pacific,4,2022-03-07,24
21,POR,Western,1,Northwest,3,2022-03-12,26
21,POR,Western,1,Northwest,3,2022-03-09,25
21,POR,Western,1,Northwest,3,2022-03-07,25
21,PHX,Western,1,Pacific,4,2022-03-13,54
21,PHX,Western,1,Pacific,4,2022-03-11,53
21,PHX,Western,1,Pacific,4,2022-03-09,53
21,PHX,Western,1,Pacific,4,2022-03-08,52
21,PHI,Eastern,0,Atlantic,0,2022-03-10,40
21,MIA,Eastern,0,Southeast,2,2022-03-07,44
21,WAS,Eastern,0,Southeast,2,2022-03-11,29
21,MEM,Western,1,Southwest,5,2022-03-11,46
21,DAL,Western,1,Southwest,5,2022-03-13,42
21,DAL,Western,1,Southwest,5,2022-03-11,41
21,DAL,Western,1,Southwest,5,2022-03-09,40
21,DAL,Western,1,Southwest,5,2022-03-07,40
21,CLE,Eastern,0,Central,1,2022-03-12,38
21,CLE,Eastern,0,Central,1,2022-03-11,38
21,CLE,Eastern,0,Central,1,2022-03-08,38
21,CHI,Eastern,0,Central,1,2022-03-12,41
21,CHI,Eastern,0,Central,1,2022-03-09,40
21,CHA,Eastern,0,Southeast,2,2022-03-11,33
21,CHA,Eastern,0,Southeast,2,2022-03-09,32
21,CHA,Eastern,0,Southeast,2,2022-03-08,32
21,BOS,Eastern,0,Atlantic,0,2022-03-13,41
21,BOS,Eastern,0,Atlantic,0,2022-03-11,41
21,BOS,Eastern,0,Atlantic,0,2022-03-09,40
21,BKN,Eastern,0,Atlantic,0,2022-03-13,35
21,BKN,Eastern,0,Atlantic,0,2022-03-10,34
21,BKN,Eastern,0,Atlantic,0,2022-03-08,33
21,ATL,Eastern,0,Southeast,2,2022-03-13,33
21,ATL,Eastern,0,Southeast,2,2022-03-11,32
21,ATL,Eastern,0,Southeast,2,2022-03-09,31
21,MEM,Western,1,Southwest,5,2022-03-13,47
21,ATL,Eastern,0,Southeast,2,2022-03-07,31
21,DEN,Western,1,Northwest,3,2022-03-07,39
21,DEN,Western,1,Northwest,3,2022-03-09,40
21,CHI,Eastern,0,Central,1,2022-03-07,39
21,DEN,Western,1,Northwest,3,2022-03-12,40
21,MEM,Western,1,Southwest,5,2022-03-08,45
21,DEN,Western,1,Northwest,3,2022-03-10,40
21,LAL,Western,1,Pacific,4,2022-03-11,29
21,LAL,Western,1,Pacific,4,2022-03-09,28
21,LAL,Western,1,Pacific,4,2022-03-07,28
21,LAC,Western,1,Pacific,4,2022-03-13,36
21,LAC,Western,1,Pacific,4,2022-03-11,35
21,LAC,Western,1,Pacific,4,2022-03-09,35
21,LAC,Western,1,Pacific,4,2022-03-08,34
21,IND,Eastern,0,Central,1,2022-03-13,23
21,IND,Eastern,0,Central,1,2022-03-12,23
21,IND,Eastern,0,Central,1,2022-03-08,22
21,LAL,Western,1,Pacific,4,2022-03-13,29
21,HOU,Western,1,Southwest,5,2022-03-11,17
21,HOU,Western,1,Southwest,5,2022-03-13,17
21,DET,Eastern,0,Central,1,2022-03-09,18
21,DET,Eastern,0,Central,1,2022-03-11,18
21,DET,Eastern,0,Central,1,2022-03-13,18
21,GSW,Western,1,Pacific,4,2022-03-07,43
21,DET,Eastern,0,Central,1,2022-03-07,18
21,GSW,Western,1,Pacific,4,2022-03-10,45
21,GSW,Western,1,Pacific,4,2022-03-12,46
21,HOU,Western,1,Southwest,5,2022-03-07,16
21,HOU,Western,1,Southwest,5,2022-03-09,17
21,GSW,Western,1,Pacific,4,2022-03-08,44
22,OKC,Western,1,Northwest,3,2022-03-16,20
22,PHI,Eastern,0,Atlantic,0,2022-03-18,43
22,PHI,Eastern,0,Atlantic,0,2022-03-16,42
22,PHI,Eastern,0,Atlantic,0,2022-03-14,41
22,ORL,Eastern,0,Southeast,2,2022-03-20,19
22,ORL,Eastern,0,Southeast,2,2022-03-17,18
22,PHI,Eastern,0,Atlantic,0,2022-03-20,43
22,ORL,Eastern,0,Southeast,2,2022-03-15,18
22,OKC,Western,1,Northwest,3,2022-03-20,20
22,OKC,Western,1,Northwest,3,2022-03-18,20
22,OKC,Western,1,Northwest,3,2022-03-14,20
22,NOP,Western,1,Southwest,5,2022-03-15,28
22,NYK,Eastern,0,Atlantic,0,2022-03-18,30
22,NYK,Eastern,0,Atlantic,0,2022-03-16,29
22,NOP,Western,1,Southwest,5,2022-03-20,30
22,NOP,Western,1,Southwest,5,2022-03-18,29
22,MIN,Western,1,Northwest,3,2022-03-19,42
22,MIN,Western,1,Northwest,3,2022-03-16,41
22,MIN,Western,1,Northwest,3,2022-03-14,40
22,MIL,Eastern,0,Central,1,2022-03-19,44
22,MIL,Eastern,0,Central,1,2022-03-16,44
22,PHX,Western,1,Pacific,4,2022-03-15,55
22,NYK,Eastern,0,Atlantic,0,2022-03-20,30
22,PHX,Western,1,Pacific,4,2022-03-16,56
22,WAS,Eastern,0,Southeast,2,2022-03-19,30
22,PHX,Western,1,Pacific,4,2022-03-20,58
22,WAS,Eastern,0,Southeast,2,2022-03-18,29
22,WAS,Eastern,0,Southeast,2,2022-03-16,29
22,WAS,Eastern,0,Southeast,2,2022-03-14,29
22,UTA,Western,1,Northwest,3,2022-03-20,45
22,UTA,Western,1,Northwest,3,2022-03-18,44
22,UTA,Western,1,Northwest,3,2022-03-16,43
22,UTA,Western,1,Northwest,3,2022-03-14,42
22,TOR,Eastern,0,Atlantic,0,2022-03-20,40
22,TOR,Eastern,0,Atlantic,0,2022-03-18,39
22,TOR,Eastern,0,Atlantic,0,2022-03-16,39
22,TOR,Eastern,0,Atlantic,0,2022-03-14,38
22,SAS,Western,1,Southwest,5,2022-03-20,28
22,SAS,Western,1,Southwest,5,2022-03-18,27
22,SAS,Western,1,Southwest,5,2022-03-16,27
22,SAS,Western,1,Southwest,5,2022-03-14,26
22,SAC,Western,1,Pacific,4,2022-03-20,25
22,SAC,Western,1,Pacific,4,2022-03-18,25
22,SAC,Western,1,Pacific,4,2022-03-16,25
22,SAC,Western,1,Pacific,4,2022-03-14,25
22,POR,Western,1,Northwest,3,2022-03-20,26
22,POR,Western,1,Northwest,3,2022-03-18,26
22,POR,Western,1,Northwest,3,2022-03-16,26
22,POR,Western,1,Northwest,3,2022-03-14,26
22,PHX,Western,1,Pacific,4,2022-03-18,57
22,MIL,Eastern,0,Central,1,2022-03-14,43
22,MIA,Eastern,0,Southeast,2,2022-03-15,46
22,MEM,Western,1,Southwest,5,2022-03-20,49
22,DAL,Western,1,Southwest,5,2022-03-18,43
22,DAL,Western,1,Southwest,5,2022-03-16,43
22,CLE,Eastern,0,Central,1,2022-03-19,41
22,CLE,Eastern,0,Central,1,2022-03-18,40
22,CLE,Eastern,0,Central,1,2022-03-16,39
22,CLE,Eastern,0,Central,1,2022-03-14,39
22,CHI,Eastern,0,Central,1,2022-03-18,41
22,CHI,Eastern,0,Central,1,2022-03-16,41
22,CHI,Eastern,0,Central,1,2022-03-14,41
22,CHA,Eastern,0,Southeast,2,2022-03-16,35
22,DAL,Western,1,Southwest,5,2022-03-19,43
22,CHA,Eastern,0,Southeast,2,2022-03-14,34
22,BOS,Eastern,0,Atlantic,0,2022-03-18,43
22,BOS,Eastern,0,Atlantic,0,2022-03-16,42
22,BKN,Eastern,0,Atlantic,0,2022-03-18,37
22,BKN,Eastern,0,Atlantic,0,2022-03-16,36
22,BKN,Eastern,0,Atlantic,0,2022-03-15,36
22,ATL,Eastern,0,Southeast,2,2022-03-20,35
22,ATL,Eastern,0,Southeast,2,2022-03-18,35
22,ATL,Eastern,0,Southeast,2,2022-03-16,34
22,ATL,Eastern,0,Southeast,2,2022-03-14,34
22,MIA,Eastern,0,Southeast,2,2022-03-18,47
22,BOS,Eastern,0,Atlantic,0,2022-03-20,44
22,DEN,Western,1,Northwest,3,2022-03-14,41
22,CHA,Eastern,0,Southeast,2,2022-03-19,36
22,DEN,Western,1,Northwest,3,2022-03-18,42
22,MEM,Western,1,Southwest,5,2022-03-18,48
22,DEN,Western,1,Northwest,3,2022-03-16,42
22,MEM,Western,1,Southwest,5,2022-03-15,48
22,LAL,Western,1,Pacific,4,2022-03-19,30
22,LAL,Western,1,Pacific,4,2022-03-18,30
22,LAL,Western,1,Pacific,4,2022-03-16,29
22,LAL,Western,1,Pacific,4,2022-03-14,29
22,LAC,Western,1,Pacific,4,2022-03-16,36
22,LAC,Western,1,Pacific,4,2022-03-14,36
22,IND,Eastern,0,Central,1,2022-03-20,25
22,IND,Eastern,0,Central,1,2022-03-18,24
22,LAC,Western,1,Pacific,4,2022-03-18,36
22,HOU,Western,1,Southwest,5,2022-03-20,17
22,DEN,Western,1,Northwest,3,2022-03-20,42
22,IND,Eastern,0,Central,1,2022-03-15,23
22,DET,Eastern,0,Central,1,2022-03-17,19
22,DET,Eastern,0,Central,1,2022-03-19,19
22,GSW,Western,1,Pacific,4,2022-03-14,47
22,DET,Eastern,0,Central,1,2022-03-15,18
22,GSW,Western,1,Pacific,4,2022-03-20,47
22,HOU,Western,1,Southwest,5,2022-03-16,17
22,HOU,Western,1,Southwest,5,2022-03-18,17
22,GSW,Western,1,Pacific,4,2022-03-16,47
23,NOP,Western,1,Southwest,5,2022-03-26,31
23,ORL,Eastern,0,Southeast,2,2022-03-22,20
23,OKC,Western,1,Northwest,3,2022-03-26,21
23,OKC,Western,1,Northwest,3,2022-03-23,21
23,OKC,Western,1,Northwest,3,2022-03-21,20
23,NYK,Eastern,0,Atlantic,0,2022-03-27,33
23,NYK,Eastern,0,Atlantic,0,2022-03-25,32
23,NYK,Eastern,0,Atlantic,0,2022-03-23,31
23,NYK,Eastern,0,Atlantic,0,2022-03-22,30
23,NOP,Western,1,Southwest,5,2022-03-27,32
23,WAS,Eastern,0,Southeast,2,2022-03-27,32
23,MIA,Eastern,0,Southeast,2,2022-03-25,47
23,NOP,Western,1,Southwest,5,2022-03-21,30
23,MIN,Western,1,Northwest,3,2022-03-27,43
23,MIN,Western,1,Northwest,3,2022-03-25,43
23,MIN,Western,1,Northwest,3,2022-03-23,42
23,MIN,Western,1,Northwest,3,2022-03-21,42
23,MIL,Eastern,0,Central,1,2022-03-26,46
23,MIL,Eastern,0,Central,1,2022-03-24,46
23,MIL,Eastern,0,Central,1,2022-03-22,45
23,MIA,Eastern,0,Southeast,2,2022-03-26,47
23,ORL,Eastern,0,Southeast,2,2022-03-23,20
23,NOP,Western,1,Southwest,5,2022-03-24,31
23,ORL,Eastern,0,Southeast,2,2022-03-26,20
23,WAS,Eastern,0,Southeast,2,2022-03-25,31
23,PHI,Eastern,0,Atlantic,0,2022-03-23,45
23,MIA,Eastern,0,Southeast,2,2022-03-23,47
23,WAS,Eastern,0,Southeast,2,2022-03-24,30
23,WAS,Eastern,0,Southeast,2,2022-03-21,30
23,UTA,Western,1,Northwest,3,2022-03-27,45
23,UTA,Western,1,Northwest,3,2022-03-25,45
23,UTA,Western,1,Northwest,3,2022-03-23,45
23,UTA,Western,1,Northwest,3,2022-03-21,45
23,TOR,Eastern,0,Atlantic,0,2022-03-26,42
23,TOR,Eastern,0,Atlantic,0,2022-03-24,41
23,TOR,Eastern,0,Atlantic,0,2022-03-21,40
23,SAS,Western,1,Southwest,5,2022-03-26,30
23,SAS,Western,1,Southwest,5,2022-03-23,29
