Season Week,Team,Conference,Conference Indicator,Division,Division Indicator,Date,W
12,LAL,Western,1,Pacific,4,2022-01-04,20
12,LAC,Western,1,Pacific,4,2022-01-09,20
12,LAC,Western,1,Pacific,4,2022-01-08,19
12,LAC,Western,1,Pacific,4,2022-01-06,19
12,LAC,Western,1,Pacific,4,2022-01-03,19
12,IND,Eastern,0,Central,1,2022-01-08,15
12,IND,Eastern,0,Central,1,2022-01-05,14
12,MEM,Western,1,Southwest,5,2022-01-06,26
12,HOU,Western,1,Southwest,5,2022-01-09,11
12,IND,Eastern,0,Central,1,2022-01-04,14
12,DET,Eastern,0,Central,1,2022-01-06,7
12,DET,Eastern,0,Central,1,2022-01-08,8
12,GSW,Western,1,Pacific,4,2022-01-03,29
12,GSW,Western,1,Pacific,4,2022-01-05,29
12,DET,Eastern,0,Central,1,2022-01-05,7
12,GSW,Western,1,Pacific,4,2022-01-09,30
12,HOU,Western,1,Southwest,5,2022-01-03,10
12,HOU,Western,1,Southwest,5,2022-01-05,11
12,HOU,Western,1,Southwest,5,2022-01-07,11
12,GSW,Western,1,Pacific,4,2022-01-06,29
13,NYK,Eastern,0,Atlantic,0,2022-01-10,20
13,ORL,Eastern,0,Southeast,2,2022-01-15,8
13,ORL,Eastern,0,Southeast,2,2022-01-14,8
13,ORL,Eastern,0,Southeast,2,2022-01-12,7
13,OKC,Western,1,Northwest,3,2022-01-15,14
13,OKC,Western,1,Northwest,3,2022-01-13,14
13,OKC,Western,1,Northwest,3,2022-01-11,13
13,NYK,Eastern,0,Atlantic,0,2022-01-15,22
13,NYK,Eastern,0,Atlantic,0,2022-01-12,21
13,PHI,Eastern,0,Atlantic,0,2022-01-10,23
13,MIN,Western,1,Northwest,3,2022-01-11,20
13,NOP,Western,1,Southwest,5,2022-01-13,16
13,NOP,Western,1,Southwest,5,2022-01-11,15
13,MIN,Western,1,Northwest,3,2022-01-16,21
13,MIN,Western,1,Northwest,3,2022-01-13,20
13,MIL,Eastern,0,Central,1,2022-01-15,27
13,MIL,Eastern,0,Central,1,2022-01-13,27
13,MIL,Eastern,0,Central,1,2022-01-10,26
13,MIA,Eastern,0,Southeast,2,2022-01-15,27
13,MIA,Eastern,0,Southeast,2,2022-01-14,27
13,MIA,Eastern,0,Southeast,2,2022-01-12,26
13,PHI,Eastern,0,Atlantic,0,2022-01-12,23
13,NOP,Western,1,Southwest,5,2022-01-15,16
13,PHI,Eastern,0,Atlantic,0,2022-01-14,24
13,SAS,Western,1,Southwest,5,2022-01-12,15
13,PHX,Western,1,Pacific,4,2022-01-11,31
13,MEM,Western,1,Southwest,5,2022-01-14,30
13,WAS,Eastern,0,Southeast,2,2022-01-15,22
13,WAS,Eastern,0,Southeast,2,2022-01-12,22
13,WAS,Eastern,0,Southeast,2,2022-01-11,21
13,UTA,Western,1,Northwest,3,2022-01-16,29
13,UTA,Western,1,Northwest,3,2022-01-12,28
13,UTA,Western,1,Northwest,3,2022-01-10,28
13,TOR,Eastern,0,Atlantic,0,2022-01-15,21
13,TOR,Eastern,0,Atlantic,0,2022-01-14,20
13,TOR,Eastern,0,Atlantic,0,2022-01-11,20
13,PHI,Eastern,0,Atlantic,0,2022-01-15,25
13,SAS,Western,1,Southwest,5,2022-01-15,16
13,SAS,Western,1,Southwest,5,2022-01-10,15
13,SAC,Western,1,Pacific,4,2022-01-16,18
13,SAC,Western,1,Pacific,4,2022-01-14,18
13,SAC,Western,1,Pacific,4,2022-01-12,17
13,SAC,Western,1,Pacific,4,2022-01-10,16
13,POR,Western,1,Northwest,3,2022-01-15,17
13,POR,Western,1,Northwest,3,2022-01-13,16
13,POR,Western,1,Northwest,3,2022-01-10,16
13,PHX,Western,1,Pacific,4,2022-01-16,33
13,PHX,Western,1,Pacific,4,2022-01-14,32
13,SAS,Western,1,Southwest,5,2022-01-14,15
13,MEM,Western,1,Southwest,5,2022-01-13,30
13,LAC,Western,1,Pacific,4,2022-01-13,21
13,LAL,Western,1,Pacific,4,2022-01-15,21
13,CLE,Eastern,0,Central,1,2022-01-15,26
13,CLE,Eastern,0,Central,1,2022-01-14,25
13,CLE,Eastern,0,Central,1,2022-01-12,24
13,CLE,Eastern,0,Central,1,2022-01-10,23
13,CHI,Eastern,0,Central,1,2022-01-15,27
13,CHI,Eastern,0,Central,1,2022-01-14,27
13,CHI,Eastern,0,Central,1,2022-01-12,27
13,CHI,Eastern,0,Central,1,2022-01-11,27
13,CHA,Eastern,0,Southeast,2,2022-01-14,23
13,CHA,Eastern,0,Southeast,2,2022-01-12,23
13,BOS,Eastern,0,Atlantic,0,2022-01-15,22
13,BOS,Eastern,0,Atlantic,0,2022-01-14,21
13,BOS,Eastern,0,Atlantic,0,2022-01-12,21
13,BOS,Eastern,0,Atlantic,0,2022-01-10,20
13,BKN,Eastern,0,Atlantic,0,2022-01-15,27
13,BKN,Eastern,0,Atlantic,0,2022-01-13,26
13,BKN,Eastern,0,Atlantic,0,2022-01-12,26
13,BKN,Eastern,0,Atlantic,0,2022-01-10,25
13,ATL,Eastern,0,Southeast,2,2022-01-15,17
13,ATL,Eastern,0,Southeast,2,2022-01-14,17
13,ATL,Eastern,0,Southeast,2,2022-01-12,17
13,DAL,Western,1,Southwest,5,2022-01-12,22
13,DAL,Western,1,Southwest,5,2022-01-14,23
13,CHA,Eastern,0,Southeast,2,2022-01-10,22
13,DEN,Western,1,Northwest,3,2022-01-11,20
13,DAL,Western,1,Southwest,5,2022-01-15,24
13,LAL,Western,1,Pacific,4,2022-01-12,21
13,LAC,Western,1,Pacific,4,2022-01-15,21
13,MEM,Western,1,Southwest,5,2022-01-11,29
13,LAC,Western,1,Pacific,4,2022-01-11,21
13,IND,Eastern,0,Central,1,2022-01-14,15
13,IND,Eastern,0,Central,1,2022-01-12,15
13,HOU,Western,1,Southwest,5,2022-01-16,13
13,HOU,Western,1,Southwest,5,2022-01-14,12
13,HOU,Western,1,Southwest,5,2022-01-12,12
13,HOU,Western,1,Southwest,5,2022-01-10,11
13,IND,Eastern,0,Central,1,2022-01-10,15
13,GSW,Western,1,Pacific,4,2022-01-16,31
13,DEN,Western,1,Northwest,3,2022-01-15,22
13,DEN,Western,1,Northwest,3,2022-01-16,22
13,DET,Eastern,0,Central,1,2022-01-10,9
13,DET,Eastern,0,Central,1,2022-01-11,9
13,DET,Eastern,0,Central,1,2022-01-14,10
13,DEN,Western,1,Northwest,3,2022-01-13,21
13,GSW,Western,1,Pacific,4,2022-01-11,30
13,GSW,Western,1,Pacific,4,2022-01-13,30
13,GSW,Western,1,Pacific,4,2022-01-14,31
13,DET,Eastern,0,Central,1,2022-01-16,10
14,NYK,Eastern,0,Atlantic,0,2022-01-18,22
14,ORL,Eastern,0,Southeast,2,2022-01-23,9
14,ORL,Eastern,0,Southeast,2,2022-01-21,8
14,ORL,Eastern,0,Southeast,2,2022-01-19,8
14,ORL,Eastern,0,Southeast,2,2022-01-17,8
14,OKC,Western,1,Northwest,3,2022-01-22,14
14,OKC,Western,1,Northwest,3,2022-01-21,14
14,OKC,Western,1,Northwest,3,2022-01-19,14
14,OKC,Western,1,Northwest,3,2022-01-17,14
14,NYK,Eastern,0,Atlantic,0,2022-01-23,23
14,NYK,Eastern,0,Atlantic,0,2022-01-20,22
14,NYK,Eastern,0,Atlantic,0,2022-01-17,22
14,MIA,Eastern,0,Southeast,2,2022-01-19,29
14,NOP,Western,1,Southwest,5,2022-01-17,16
14,MIN,Western,1,Northwest,3,2022-01-23,23
14,MIN,Western,1,Northwest,3,2022-01-19,22
14,MIN,Western,1,Northwest,3,2022-01-18,22
14,MIL,Eastern,0,Central,1,2022-01-22,30
14,MIL,Eastern,0,Central,1,2022-01-21,29
14,MIL,Eastern,0,Central,1,2022-01-19,28
14,MIL,Eastern,0,Central,1,2022-01-17,27
14,MIA,Eastern,0,Southeast,2,2022-01-23,30
14,MIA,Eastern,0,Southeast,2,2022-01-21,29
14,PHI,Eastern,0,Atlantic,0,2022-01-17,25
14,NOP,Western,1,Southwest,5,2022-01-20,17
14,PHI,Eastern,0,Atlantic,0,2022-01-19,26
14,WAS,Eastern,0,Southeast,2,2022-01-19,23
14,PHI,Eastern,0,Atlantic,0,2022-01-23,27
14,WAS,Eastern,0,Southeast,2,2022-01-23,23
14,WAS,Eastern,0,Southeast,2,2022-01-21,23
14,MIA,Eastern,0,Southeast,2,2022-01-17,28
14,UTA,Western,1,Northwest,3,2022-01-23,30
14,UTA,Western,1,Northwest,3,2022-01-21,30
14,UTA,Western,1,Northwest,3,2022-01-19,29
14,UTA,Western,1,Northwest,3,2022-01-17,29
14,TOR,Eastern,0,Atlantic,0,2022-01-23,22
14,TOR,Eastern,0,Atlantic,0,2022-01-21,22
14,TOR,Eastern,0,Atlantic,0,2022-01-19,21
14,TOR,Eastern,0,Atlantic,0,2022-01-17,21
14,PHI,Eastern,0,Atlantic,0,2022-01-21,26
14,SAS,Western,1,Southwest,5,2022-01-23,17
14,SAS,Western,1,Southwest,5,2022-01-19,17
14,SAS,Western,1,Southwest,5,2022-01-17,16
14,SAC,Western,1,Pacific,4,2022-01-22,18
14,SAC,Western,1,Pacific,4,2022-01-19,18
14,POR,Western,1,Northwest,3,2022-01-23,20
14,POR,Western,1,Northwest,3,2022-01-21,19
14,POR,Western,1,Northwest,3,2022-01-19,18
14,POR,Western,1,Northwest,3,2022-01-17,18
14,PHX,Western,1,Pacific,4,2022-01-22,36
14,PHX,Western,1,Pacific,4,2022-01-20,35
14,PHX,Western,1,Pacific,4,2022-01-17,34
14,SAS,Western,1,Southwest,5,2022-01-21,17
14,MEM,Western,1,Southwest,5,2022-01-23,32
14,WAS,Eastern,0,Southeast,2,2022-01-17,23
14,MEM,Western,1,Southwest,5,2022-01-19,31
14,DAL,Western,1,Southwest,5,2022-01-17,25
14,CLE,Eastern,0,Central,1,2022-01-22,28
14,CLE,Eastern,0,Central,1,2022-01-19,27
14,CLE,Eastern,0,Central,1,2022-01-17,27
14,CHI,Eastern,0,Central,1,2022-01-23,28
14,CHI,Eastern,0,Central,1,2022-01-21,28
14,CHI,Eastern,0,Central,1,2022-01-19,28
14,CHI,Eastern,0,Central,1,2022-01-17,27
14,CHA,Eastern,0,Southeast,2,2022-01-23,26
14,CHA,Eastern,0,Southeast,2,2022-01-21,26
14,CHA,Eastern,0,Southeast,2,2022-01-19,25
14,DAL,Western,1,Southwest,5,2022-01-19,26
14,CHA,Eastern,0,Southeast,2,2022-01-17,24
14,BOS,Eastern,0,Atlantic,0,2022-01-21,23
14,BOS,Eastern,0,Atlantic,0,2022-01-19,23
14,BOS,Eastern,0,Atlantic,0,2022-01-17,23
14,BKN,Eastern,0,Atlantic,0,2022-01-23,29
14,BKN,Eastern,0,Atlantic,0,2022-01-21,29
14,BKN,Eastern,0,Atlantic,0,2022-01-19,28
14,BKN,Eastern,0,Atlantic,0,2022-01-17,27
14,ATL,Eastern,0,Southeast,2,2022-01-23,21
14,MEM,Western,1,Southwest,5,2022-01-21,32
14,ATL,Eastern,0,Southeast,2,2022-01-19,19
14,ATL,Eastern,0,Southeast,2,2022-01-17,18
14,BOS,Eastern,0,Atlantic,0,2022-01-23,24
14,DAL,Western,1,Southwest,5,2022-01-20,26
14,ATL,Eastern,0,Southeast,2,2022-01-21,20
14,DEN,Western,1,Northwest,3,2022-01-19,23
14,DAL,Western,1,Southwest,5,2022-01-23,27
14,MEM,Western,1,Southwest,5,2022-01-17,31
14,LAL,Western,1,Pacific,4,2022-01-21,23
14,LAL,Western,1,Pacific,4,2022-01-19,22
14,LAL,Western,1,Pacific,4,2022-01-17,22
14,LAC,Western,1,Pacific,4,2022-01-23,23
14,LAC,Western,1,Pacific,4,2022-01-21,23
14,LAC,Western,1,Pacific,4,2022-01-19,22
14,LAC,Western,1,Pacific,4,2022-01-17,22
14,IND,Eastern,0,Central,1,2022-01-22,17
14,IND,Eastern,0,Central,1,2022-01-20,17
14,IND,Eastern,0,Central,1,2022-01-19,16
14,LAL,Western,1,Pacific,4,2022-01-23,23
14,HOU,Western,1,Southwest,5,2022-01-21,14
14,IND,Eastern,0,Central,1,2022-01-17,15
14,DEN,Western,1,Northwest,3,2022-01-23,24
14,DET,Eastern,0,Central,1,2022-01-18,10
14,DET,Eastern,0,Central,1,2022-01-19,11
14,DET,Eastern,0,Central,1,2022-01-21,11
14,DEN,Western,1,Northwest,3,2022-01-21,23
14,GSW,Western,1,Pacific,4,2022-01-18,32
14,GSW,Western,1,Pacific,4,2022-01-20,32
14,GSW,Western,1,Pacific,4,2022-01-21,33
14,GSW,Western,1,Pacific,4,2022-01-23,34
14,HOU,Western,1,Southwest,5,2022-01-19,14
14,DET,Eastern,0,Central,1,2022-01-23,11
15,ORL,Eastern,0,Southeast,2,2022-01-30,11
15,NOP,Western,1,Southwest,5,2022-01-28,18
15,ORL,Eastern,0,Southeast,2,2022-01-26,9
15,OKC,Western,1,Northwest,3,2022-01-28,14
15,OKC,Western,1,Northwest,3,2022-01-24,14
15,NYK,Eastern,0,Atlantic,0,2022-01-28,23
15,NYK,Eastern,0,Atlantic,0,2022-01-26,23
15,NYK,Eastern,0,Atlantic,0,2022-01-24,23
15,NOP,Western,1,Southwest,5,2022-01-29,18
15,ORL,Eastern,0,Southeast,2,2022-01-28,10
15,MIN,Western,1,Northwest,3,2022-01-25,24
15,NOP,Western,1,Southwest,5,2022-01-24,18
15,MIN,Western,1,Northwest,3,2022-01-30,25
15,MIN,Western,1,Northwest,3,2022-01-28,24
15,MIN,Western,1,Northwest,3,2022-01-27,24
15,MIL,Eastern,0,Central,1,2022-01-30,31
15,MIL,Eastern,0,Central,1,2022-01-28,31
15,MIL,Eastern,0,Central,1,2022-01-26,30
15,MIA,Eastern,0,Southeast,2,2022-01-29,32
15,MIA,Eastern,0,Southeast,2,2022-01-28,32
15,PHI,Eastern,0,Atlantic,0,2022-01-25,28
15,MIA,Eastern,0,Southeast,2,2022-01-26,31
15,NOP,Western,1,Southwest,5,2022-01-25,18
15,PHI,Eastern,0,Atlantic,0,2022-01-27,29
15,SAS,Western,1,Southwest,5,2022-01-25,18
15,PHX,Western,1,Pacific,4,2022-01-24,37
15,WAS,Eastern,0,Southeast,2,2022-01-29,23
15,WAS,Eastern,0,Southeast,2,2022-01-25,23
15,UTA,Western,1,Northwest,3,2022-01-30,30
15,UTA,Western,1,Northwest,3,2022-01-28,30
15,UTA,Western,1,Northwest,3,2022-01-26,30
15,UTA,Western,1,Northwest,3,2022-01-24,30
15,TOR,Eastern,0,Atlantic,0,2022-01-29,24
15,TOR,Eastern,0,Atlantic,0,2022-01-26,23
15,TOR,Eastern,0,Atlantic,0,2022-01-25,23
15,SAS,Western,1,Southwest,5,2022-01-30,19
15,PHI,Eastern,0,Atlantic,0,2022-01-29,30
15,SAS,Western,1,Southwest,5,2022-01-28,19
15,SAC,Western,1,Pacific,4,2022-01-29,18
15,SAC,Western,1,Pacific,4,2022-01-26,18
15,SAC,Western,1,Pacific,4,2022-01-25,18
15,POR,Western,1,Northwest,3,2022-01-30,21
15,POR,Western,1,Northwest,3,2022-01-28,21
15,POR,Western,1,Northwest,3,2022-01-26,20
15,POR,Western,1,Northwest,3,2022-01-25,20
15,PHX,Western,1,Pacific,4,2022-01-30,40
15,PHX,Western,1,Pacific,4,2022-01-28,39
15,PHX,Western,1,Pacific,4,2022-01-26,38
15,SAS,Western,1,Southwest,5,2022-01-26,18
15,MEM,Western,1,Southwest,5,2022-01-29,35
15,MEM,Western,1,Southwest,5,2022-01-26,33
15,LAL,Western,1,Pacific,4,2022-01-30,24
15,DAL,Western,1,Southwest,5,2022-01-25,27
15,CLE,Eastern,0,Central,1,2022-01-30,30
15,CLE,Eastern,0,Central,1,2022-01-26,30
15,CLE,Eastern,0,Central,1,2022-01-24,29
15,CHI,Eastern,0,Central,1,2022-01-30,31
15,CHI,Eastern,0,Central,1,2022-01-28,30
15,CHI,Eastern,0,Central,1,2022-01-26,30
15,CHI,Eastern,0,Central,1,2022-01-24,29
15,CHA,Eastern,0,Southeast,2,2022-01-30,28
15,CHA,Eastern,0,Southeast,2,2022-01-26,27
15,CHA,Eastern,0,Southeast,2,2022-01-25,26
15,BOS,Eastern,0,Atlantic,0,2022-01-29,26
15,BOS,Eastern,0,Atlantic,0,2022-01-28,25
15,BOS,Eastern,0,Atlantic,0,2022-01-25,25
15,BKN,Eastern,0,Atlantic,0,2022-01-29,29
15,BKN,Eastern,0,Atlantic,0,2022-01-26,29
15,BKN,Eastern,0,Atlantic,0,2022-01-25,29
15,ATL,Eastern,0,Southeast,2,2022-01-30,24
15,ATL,Eastern,0,Southeast,2,2022-01-28,23
15,ATL,Eastern,0,Southeast,2,2022-01-26,22
15,MEM,Western,1,Southwest,5,2022-01-28,34
15,DAL,Western,1,Southwest,5,2022-01-26,28
15,DAL,Western,1,Southwest,5,2022-01-29,29
15,CHA,Eastern,0,Southeast,2,2022-01-28,28
15,DEN,Western,1,Northwest,3,2022-01-25,25
15,LAL,Western,1,Pacific,4,2022-01-28,24
15,DAL,Western,1,Southwest,5,2022-01-30,29
15,LAL,Western,1,Pacific,4,2022-01-27,24
15,LAL,Western,1,Pacific,4,2022-01-25,24
15,LAC,Western,1,Pacific,4,2022-01-30,26
15,LAC,Western,1,Pacific,4,2022-01-28,25
15,LAC,Western,1,Pacific,4,2022-01-26,25
15,IND,Eastern,0,Central,1,2022-01-29,18
15,IND,Eastern,0,Central,1,2022-01-28,18
15,IND,Eastern,0,Central,1,2022-01-26,17
15,IND,Eastern,0,Central,1,2022-01-24,17
15,LAC,Western,1,Pacific,4,2022-01-25,24
15,HOU,Western,1,Southwest,5,2022-01-25,14
15,GSW,Western,1,Pacific,4,2022-01-29,37
15,GSW,Western,1,Pacific,4,2022-01-27,36
15,GSW,Western,1,Pacific,4,2022-01-25,35
15,DET,Eastern,0,Central,1,2022-01-30,12
15,DET,Eastern,0,Central,1,2022-01-28,11
15,DET,Eastern,0,Central,1,2022-01-25,11
15,DEN,Western,1,Northwest,3,2022-01-30,28
15,HOU,Western,1,Southwest,5,2022-01-28,14
15,DEN,Western,1,Northwest,3,2022-01-28,27
15,DEN,Western,1,Northwest,3,2022-01-26,26
16,ORL,Eastern,0,Southeast,2,2022-02-06,12
16,NYK,Eastern,0,Atlantic,0,2022-02-05,24
16,OKC,Western,1,Northwest,3,2022-01-31,15
16,OKC,Western,1,Northwest,3,2022-02-02,16
16,OKC,Western,1,Northwest,3,2022-02-04,17
16,ORL,Eastern,0,Southeast,2,2022-02-05,12
16,ORL,Eastern,0,Southeast,2,2022-02-01,11
16,ORL,Eastern,0,Southeast,2,2022-02-02,12
16,NYK,Eastern,0,Atlantic,0,2022-02-02,24
16,OKC,Western,1,Northwest,3,2022-02-05,17
16,NYK,Eastern,0,Atlantic,0,2022-01-31,24
16,MIA,Eastern,0,Southeast,2,2022-02-03,33
16,NOP,Western,1,Southwest,5,2022-02-04,20
16,NOP,Western,1,Southwest,5,2022-02-01,19
16,NOP,Western,1,Southwest,5,2022-01-31,18
16,MIN,Western,1,Northwest,3,2022-02-06,28
16,MIN,Western,1,Northwest,3,2022-02-03,27
16,MIN,Western,1,Northwest,3,2022-02-01,26
16,MIL,Eastern,0,Central,1,2022-02-06,34
16,MIL,Eastern,0,Central,1,2022-02-01,32
16,MIA,Eastern,0,Southeast,2,2022-02-05,34
16,MIA,Eastern,0,Southeast,2,2022-02-01,32
16,PHI,Eastern,0,Atlantic,0,2022-01-31,31
16,NOP,Western,1,Southwest,5,2022-02-06,21
16,PHI,Eastern,0,Atlantic,0,2022-02-02,31
16,WAS,Eastern,0,Southeast,2,2022-02-02,24
16,PHI,Eastern,0,Atlantic,0,2022-02-06,32
16,MIA,Eastern,0,Southeast,2,2022-01-31,32
16,WAS,Eastern,0,Southeast,2,2022-02-05,24
16,WAS,Eastern,0,Southeast,2,2022-02-01,23
16,UTA,Western,1,Northwest,3,2022-02-04,32
16,UTA,Western,1,Northwest,3,2022-02-02,31
16,TOR,Eastern,0,Atlantic,0,2022-02-04,28
16,TOR,Eastern,0,Atlantic,0,2022-02-03,27
16,TOR,Eastern,0,Atlantic,0,2022-02-01,26
16,TOR,Eastern,0,Atlantic,0,2022-01-31,25
16,SAS,Western,1,Southwest,5,2022-02-04,20
16,SAS,Western,1,Southwest,5,2022-02-03,19
16,SAS,Western,1,Southwest,5,2022-02-01,19
16,SAC,Western,1,Pacific,4,2022-02-05,20
16,SAC,Western,1,Pacific,4,2022-02-03,19
16,SAC,Western,1,Pacific,4,2022-02-02,19
16,SAC,Western,1,Pacific,4,2022-01-31,18
16,POR,Western,1,Northwest,3,2022-02-05,21
16,POR,Western,1,Northwest,3,2022-02-04,21
16,POR,Western,1,Northwest,3,2022-02-02,21
16,POR,Western,1,Northwest,3,2022-01-31,21
16,PHX,Western,1,Pacific,4,2022-02-05,42
16,PHX,Western,1,Pacific,4,2022-02-03,41
16,PHX,Western,1,Pacific,4,2022-02-01,41
16,PHI,Eastern,0,Atlantic,0,2022-02-04,31
16,MEM,Western,1,Southwest,5,2022-02-05,37
16,MIL,Eastern,0,Central,1,2022-02-05,33
16,MEM,Western,1,Southwest,5,2022-01-31,35
16,DAL,Western,1,Southwest,5,2022-02-02,29
16,CLE,Eastern,0,Central,1,2022-02-06,33
16,CLE,Eastern,0,Central,1,2022-02-04,32
16,CLE,Eastern,0,Central,1,2022-02-02,31
16,CLE,Eastern,0,Central,1,2022-01-31,31
16,CHI,Eastern,0,Central,1,2022-02-06,33
16,CHI,Eastern,0,Central,1,2022-02-04,33
16,CHI,Eastern,0,Central,1,2022-02-03,32
16,CHI,Eastern,0,Central,1,2022-02-01,32
16,CHA,Eastern,0,Southeast,2,2022-02-05,28
16,CHA,Eastern,0,Southeast,2,2022-02-04,28
16,CHA,Eastern,0,Southeast,2,2022-02-02,28
16,BOS,Eastern,0,Atlantic,0,2022-02-06,30
16,BOS,Eastern,0,Atlantic,0,2022-02-04,29
16,BOS,Eastern,0,Atlantic,0,2022-02-02,28
16,BOS,Eastern,0,Atlantic,0,2022-01-31,27
16,BKN,Eastern,0,Atlantic,0,2022-02-06,29
16,BKN,Eastern,0,Atlantic,0,2022-02-04,29
16,BKN,Eastern,0,Atlantic,0,2022-02-02,29
16,BKN,Eastern,0,Atlantic,0,2022-02-01,29
16,ATL,Eastern,0,Southeast,2,2022-02-06,25
16,ATL,Eastern,0,Southeast,2,2022-02-03,25
16,ATL,Eastern,0,Southeast,2,2022-01-31,24
16,DAL,Western,1,Southwest,5,2022-02-04,30
16,DAL,Western,1,Southwest,5,2022-02-06,31
16,ATL,Eastern,0,Southeast,2,2022-02-04,25
16,DEN,Western,1,Northwest,3,2022-02-02,28
16,DEN,Western,1,Northwest,3,2022-02-01,28
16,LAL,Western,1,Pacific,4,2022-02-05,26
16,LAL,Western,1,Pacific,4,2022-02-02,25
16,LAC,Western,1,Pacific,4,2022-02-06,27
16,LAC,Western,1,Pacific,4,2022-02-03,27
16,MEM,Western,1,Southwest,5,2022-02-02,36
16,LAC,Western,1,Pacific,4,2022-01-31,26
16,IND,Eastern,0,Central,1,2022-02-06,19
16,IND,Eastern,0,Central,1,2022-02-04,19
16,IND,Eastern,0,Central,1,2022-02-02,19
16,IND,Eastern,0,Central,1,2022-01-31,19
16,HOU,Western,1,Southwest,5,2022-02-06,15
16,LAL,Western,1,Pacific,4,2022-02-03,25
16,HOU,Western,1,Southwest,5,2022-02-02,15
16,HOU,Western,1,Southwest,5,2022-02-04,15
16,DEN,Western,1,Northwest,3,2022-02-06,29
16,DET,Eastern,0,Central,1,2022-02-01,12
16,DET,Eastern,0,Central,1,2022-02-03,12
16,DET,Eastern,0,Central,1,2022-02-04,12
16,DEN,Western,1,Northwest,3,2022-02-04,28
16,GSW,Western,1,Pacific,4,2022-01-31,38
16,GSW,Western,1,Pacific,4,2022-02-01,39
16,GSW,Western,1,Pacific,4,2022-02-03,40
16,HOU,Western,1,Southwest,5,2022-01-31,14
16,DET,Eastern,0,Central,1,2022-02-06,12
17,PHI,Eastern,0,Atlantic,0,2022-02-08,32
17,NYK,Eastern,0,Atlantic,0,2022-02-10,25
17,ORL,Eastern,0,Southeast,2,2022-02-11,13
17,ORL,Eastern,0,Southeast,2,2022-02-08,13
17,OKC,Western,1,Northwest,3,2022-02-12,17
17,OKC,Western,1,Northwest,3,2022-02-11,17
17,OKC,Western,1,Northwest,3,2022-02-09,17
17,OKC,Western,1,Northwest,3,2022-02-07,17
17,NYK,Eastern,0,Atlantic,0,2022-02-12,25
17,ORL,Eastern,0,Southeast,2,2022-02-12,13
17,NOP,Western,1,Southwest,5,2022-02-08,22
17,NYK,Eastern,0,Atlantic,0,2022-02-07,24
17,NOP,Western,1,Southwest,5,2022-02-12,22
17,NOP,Western,1,Southwest,5,2022-02-10,22
17,MIN,Western,1,Northwest,3,2022-02-13,30
17,MIN,Western,1,Northwest,3,2022-02-11,29
17,MIN,Western,1,Northwest,3,2022-02-09,29
17,MIN,Western,1,Northwest,3,2022-02-08,29
17,MIL,Eastern,0,Central,1,2022-02-10,35
17,PHI,Eastern,0,Atlantic,0,2022-02-11,33
17,MIL,Eastern,0,Central,1,2022-02-08,35
17,NYK,Eastern,0,Atlantic,0,2022-02-08,24
17,PHI,Eastern,0,Atlantic,0,2022-02-12,34
17,SAS,Western,1,Southwest,5,2022-02-12,22
17,PHX,Western,1,Pacific,4,2022-02-08,44
17,MIA,Eastern,0,Southeast,2,2022-02-12,37
17,WAS,Eastern,0,Southeast,2,2022-02-12,25
17,WAS,Eastern,0,Southeast,2,2022-02-10,25
17,WAS,Eastern,0,Southeast,2,2022-02-07,24
17,UTA,Western,1,Northwest,3,2022-02-11,35
17,UTA,Western,1,Northwest,3,2022-02-09,34
17,UTA,Western,1,Northwest,3,2022-02-07,33
17,TOR,Eastern,0,Atlantic,0,2022-02-12,31
17,TOR,Eastern,0,Atlantic,0,2022-02-10,31
17,TOR,Eastern,0,Atlantic,0,2022-02-09,30
17,TOR,Eastern,0,Atlantic,0,2022-02-07,29
17,SAS,Western,1,Southwest,5,2022-02-11,21
17,SAS,Western,1,Southwest,5,2022-02-09,20
17,SAC,Western,1,Pacific,4,2022-02-12,22
17,SAC,Western,1,Pacific,4,2022-02-09,21
17,SAC,Western,1,Pacific,4,2022-02-08,20
17,POR,Western,1,Northwest,3,2022-02-12,23
17,POR,Western,1,Northwest,3,2022-02-09,22
17,POR,Western,1,Northwest,3,2022-02-08,21
17,PHX,Western,1,Pacific,4,2022-02-12,46
17,PHX,Western,1,Pacific,4,2022-02-10,45
17,PHX,Western,1,Pacific,4,2022-02-07,43
17,MIA,Eastern,0,Southeast,2,2022-02-10,36
17,IND,Eastern,0,Central,1,2022-02-13,19
17,MEM,Western,1,Southwest,5,2022-02-12,40
17,DAL,Western,1,Southwest,5,2022-02-08,32
17,CLE,Eastern,0,Central,1,2022-02-12,35
17,CLE,Eastern,0,Central,1,2022-02-11,35
17,CLE,Eastern,0,Central,1,2022-02-09,34
17,CHI,Eastern,0,Central,1,2022-02-12,36
17,CHI,Eastern,0,Central,1,2022-02-11,35
17,CHI,Eastern,0,Central,1,2022-02-09,34
17,CHI,Eastern,0,Central,1,2022-02-07,33
17,CHA,Eastern,0,Southeast,2,2022-02-12,29
17,CHA,Eastern,0,Southeast,2,2022-02-11,29
17,CHA,Eastern,0,Southeast,2,2022-02-09,28
17,CHA,Eastern,0,Southeast,2,2022-02-07,28
17,BOS,Eastern,0,Atlantic,0,2022-02-13,33
17,MIA,Eastern,0,Southeast,2,2022-02-07,35
17,BOS,Eastern,0,Atlantic,0,2022-02-08,31
17,BKN,Eastern,0,Atlantic,0,2022-02-12,29
17,BKN,Eastern,0,Atlantic,0,2022-02-10,29
